 0.2 -0.985016 146.488 0.171736 1.14444e-07 0.000338296 0.00140119
 0.277606 -0.948496 339.996 0.185753 5.11754e-07 0.00071537 0.00177786
 0.345151 -0.900406 384.596 0.206903 8.94855e-07 0.000945968 0.00147865
 0.407399 -0.853582 389.281 0.230331 1.26192e-06 0.00112335 0.00119738
 0.469113 -0.808254 360.752 0.255335 1.55058e-06 0.00124522 0.00124477
 0.535058 -0.764062 323.907 0.281557 1.81114e-06 0.00134579 0.00113421
 0.609997 -0.7204 274.944 0.308944 1.99816e-06 0.00141356 0.0010613
 0.699082 -0.676332 227.737 0.337631 2.1738e-06 0.00147438 0.000995202
 0.808534 -0.632491 183.02 0.366486 2.33682e-06 0.00152867 0.000856172
 0.946315 -0.589746 139.698 0.394535 2.44338e-06 0.00156313 0.000845344
 1.12551 -0.548648 101.35 0.420412 2.50759e-06 0.00158354 0.00080076
 1.36076 -0.510436 69.3047 0.44281 2.50642e-06 0.00158317 0.00078687
 1.66202 -0.477086 46.3281 0.460387 2.49947e-06 0.00158097 0.000764778
 2.02307 -0.450514 31.0193 0.472658 2.47962e-06 0.00157468 0.000755284
 2.42485 -0.430394 21.4625 0.480725 2.4648e-06 0.00156997 0.000729237
 2.84873 -0.415379 15.3939 0.485926 2.43996e-06 0.00156204 0.000725742
 3.28388 -0.404067 11.4564 0.489371 2.41296e-06 0.00155337 0.000699739
 3.72491 -0.395418 8.84701 0.49172 2.3975e-06 0.00154838 0.000662168
 4.16914 -0.388609 7.02467 0.49338 2.38478e-06 0.00154427 0.000652099
 4.61521 -0.383103 5.71424 0.494595 2.37724e-06 0.00154183 0.000659311
 5.06237 -0.378596 4.72233 0.495496 2.3637e-06 0.00153743 0.000652063
 5.51021 -0.374794 3.97717 0.496186 2.35852e-06 0.00153575 0.00064702
 5.9585 -0.371598 3.38681 0.496727 2.34852e-06 0.00153249 0.000636667
 6.40709 -0.368838 2.91956 0.497165 2.34082e-06 0.00152997 0.000626911
 6.85589 -0.366468 2.54627 0.497515 2.33755e-06 0.00152891 0.000630745
 7.30483 -0.364378 2.23419 0.497798 2.32846e-06 0.00152593 0.000632885
 7.75388 -0.362513 1.97968 0.498033 2.32468e-06 0.00152469 0.000635569
 8.20301 -0.360862 1.76297 0.49823 2.31698e-06 0.00152216 0.000628685
 8.6522 -0.359403 1.5779 0.498404 2.30708e-06 0.00151891 0.000633367
 9.10143 -0.358075 1.42267 0.498545 2.30173e-06 0.00151715 0.000630935
 9.5507 -0.35687 1.2899 0.498677 2.29804e-06 0.00151593 0.000630285
 10 -0.355799 1.1747 0.498793 2.29434e-06 0.00151471 0.000633859
